Elo_White,Elo_Black,Elo_Difference,Opening_Name,ECO_Code,Result,Source,a1_W_Pawn,a1_W_Knight,a1_W_Bishop,a1_W_Rook,a1_W_Queen,a1_W_King,a1_B_Pawn,a1_B_Knight,a1_B_Bishop,a1_B_Rook,a1_B_Queen,a1_B_King,b1_W_Pawn,b1_W_Knight,b1_W_Bishop,b1_W_Rook,b1_W_Queen,b1_W_King,b1_B_Pawn,b1_B_Knight,b1_B_Bishop,b1_B_Rook,b1_B_Queen,b1_B_King,c1_W_Pawn,c1_W_Knight,c1_W_Bishop,c1_W_Rook,c1_W_Queen,c1_W_King,c1_B_Pawn,c1_B_Knight,c1_B_Bishop,c1_B_Rook,c1_B_Queen,c1_B_King,d1_W_Pawn,d1_W_Knight,d1_W_Bishop,d1_W_Rook,d1_W_Queen,d1_W_King,d1_B_Pawn,d1_B_Knight,d1_B_Bishop,d1_B_Rook,d1_B_Queen,d1_B_King,e1_W_Pawn,e1_W_Knight,e1_W_Bishop,e1_W_Rook,e1_W_Queen,e1_W_King,e1_B_Pawn,e1_B_Knight,e1_B_Bishop,e1_B_Rook,e1_B_Queen,e1_B_King,f1_W_Pawn,f1_W_Knight,f1_W_Bishop,f1_W_Rook,f1_W_Queen,f1_W_King,f1_B_Pawn,f1_B_Knight,f1_B_Bishop,f1_B_Rook,f1_B_Queen,f1_B_King,g1_W_Pawn,g1_W_Knight,g1_W_Bishop,g1_W_Rook,g1_W_Queen,g1_W_King,g1_B_Pawn,g1_B_Knight,g1_B_Bishop,g1_B_Rook,g1_B_Queen,g1_B_King,h1_W_Pawn,h1_W_Knight,h1_W_Bishop,h1_W_Rook,h1_W_Queen,h1_W_King,h1_B_Pawn,h1_B_Knight,h1_B_Bishop,h1_B_Rook,h1_B_Queen,h1_B_King,a2_W_Pawn,a2_W_Knight,a2_W_Bishop,a2_W_Rook,a2_W_Queen,a2_W_King,a2_B_Pawn,a2_B_Knight,a2_B_Bishop,a2_B_Rook,a2_B_Queen,a2_B_King,b2_W_Pawn,b2_W_Knight,b2_W_Bishop,b2_W_Rook,b2_W_Queen,b2_W_King,b2_B_Pawn,b2_B_Knight,b2_B_Bishop,b2_B_Rook,b2_B_Queen,b2_B_King,c2_W_Pawn,c2_W_Knight,c2_W_Bishop,c2_W_Rook,c2_W_Queen,c2_W_King,c2_B_Pawn,c2_B_Knight,c2_B_Bishop,c2_B_Rook,c2_B_Queen,c2_B_King,d2_W_Pawn,d2_W_Knight,d2_W_Bishop,d2_W_Rook,d2_W_Queen,d2_W_King,d2_B_Pawn,d2_B_Knight,d2_B_Bishop,d2_B_Rook,d2_B_Queen,d2_B_King,e2_W_Pawn,e2_W_Knight,e2_W_Bishop,e2_W_Rook,e2_W_Queen,e2_W_King,e2_B_Pawn,e2_B_Knight,e2_B_Bishop,e2_B_Rook,e2_B_Queen,e2_B_King,f2_W_Pawn,f2_W_Knight,f2_W_Bishop,f2_W_Rook,f2_W_Queen,f2_W_King,f2_B_Pawn,f2_B_Knight,f2_B_Bishop,f2_B_Rook,f2_B_Queen,f2_B_King,g2_W_Pawn,g2_W_Knight,g2_W_Bishop,g2_W_Rook,g2_W_Queen,g2_W_King,g2_B_Pawn,g2_B_Knight,g2_B_Bishop,g2_B_Rook,g2_B_Queen,g2_B_King,h2_W_Pawn,h2_W_Knight,h2_W_Bishop,h2_W_Rook,h2_W_Queen,h2_W_King,h2_B_Pawn,h2_B_Knight,h2_B_Bishop,h2_B_Rook,h2_B_Queen,h2_B_King,a3_W_Pawn,a3_W_Knight,a3_W_Bishop,a3_W_Rook,a3_W_Queen,a3_W_King,a3_B_Pawn,a3_B_Knight,a3_B_Bishop,a3_B_Rook,a3_B_Queen,a3_B_King,b3_W_Pawn,b3_W_Knight,b3_W_Bishop,b3_W_Rook,b3_W_Queen,b3_W_King,b3_B_Pawn,b3_B_Knight,b3_B_Bishop,b3_B_Rook,b3_B_Queen,b3_B_King,c3_W_Pawn,c3_W_Knight,c3_W_Bishop,c3_W_Rook,c3_W_Queen,c3_W_King,c3_B_Pawn,c3_B_Knight,c3_B_Bishop,c3_B_Rook,c3_B_Queen,c3_B_King,d3_W_Pawn,d3_W_Knight,d3_W_Bishop,d3_W_Rook,d3_W_Queen,d3_W_King,d3_B_Pawn,d3_B_Knight,d3_B_Bishop,d3_B_Rook,d3_B_Queen,d3_B_King,e3_W_Pawn,e3_W_Knight,e3_W_Bishop,e3_W_Rook,e3_W_Queen,e3_W_King,e3_B_Pawn,e3_B_Knight,e3_B_Bishop,e3_B_Rook,e3_B_Queen,e3_B_King,f3_W_Pawn,f3_W_Knight,f3_W_Bishop,f3_W_Rook,f3_W_Queen,f3_W_King,f3_B_Pawn,f3_B_Knight,f3_B_Bishop,f3_B_Rook,f3_B_Queen,f3_B_King,g3_W_Pawn,g3_W_Knight,g3_W_Bishop,g3_W_Rook,g3_W_Queen,g3_W_King,g3_B_Pawn,g3_B_Knight,g3_B_Bishop,g3_B_Rook,g3_B_Queen,g3_B_King,h3_W_Pawn,h3_W_Knight,h3_W_Bishop,h3_W_Rook,h3_W_Queen,h3_W_King,h3_B_Pawn,h3_B_Knight,h3_B_Bishop,h3_B_Rook,h3_B_Queen,h3_B_King,a4_W_Pawn,a4_W_Knight,a4_W_Bishop,a4_W_Rook,a4_W_Queen,a4_W_King,a4_B_Pawn,a4_B_Knight,a4_B_Bishop,a4_B_Rook,a4_B_Queen,a4_B_King,b4_W_Pawn,b4_W_Knight,b4_W_Bishop,b4_W_Rook,b4_W_Queen,b4_W_King,b4_B_Pawn,b4_B_Knight,b4_B_Bishop,b4_B_Rook,b4_B_Queen,b4_B_King,c4_W_Pawn,c4_W_Knight,c4_W_Bishop,c4_W_Rook,c4_W_Queen,c4_W_King,c4_B_Pawn,c4_B_Knight,c4_B_Bishop,c4_B_Rook,c4_B_Queen,c4_B_King,d4_W_Pawn,d4_W_Knight,d4_W_Bishop,d4_W_Rook,d4_W_Queen,d4_W_King,d4_B_Pawn,d4_B_Knight,d4_B_Bishop,d4_B_Rook,d4_B_Queen,d4_B_King,e4_W_Pawn,e4_W_Knight,e4_W_Bishop,e4_W_Rook,e4_W_Queen,e4_W_King,e4_B_Pawn,e4_B_Knight,e4_B_Bishop,e4_B_Rook,e4_B_Queen,e4_B_King,f4_W_Pawn,f4_W_Knight,f4_W_Bishop,f4_W_Rook,f4_W_Queen,f4_W_King,f4_B_Pawn,f4_B_Knight,f4_B_Bishop,f4_B_Rook,f4_B_Queen,f4_B_King,g4_W_Pawn,g4_W_Knight,g4_W_Bishop,g4_W_Rook,g4_W_Queen,g4_W_King,g4_B_Pawn,g4_B_Knight,g4_B_Bishop,g4_B_Rook,g4_B_Queen,g4_B_King,h4_W_Pawn,h4_W_Knight,h4_W_Bishop,h4_W_Rook,h4_W_Queen,h4_W_King,h4_B_Pawn,h4_B_Knight,h4_B_Bishop,h4_B_Rook,h4_B_Queen,h4_B_King,a5_W_Pawn,a5_W_Knight,a5_W_Bishop,a5_W_Rook,a5_W_Queen,a5_W_King,a5_B_Pawn,a5_B_Knight,a5_B_Bishop,a5_B_Rook,a5_B_Queen,a5_B_King,b5_W_Pawn,b5_W_Knight,b5_W_Bishop,b5_W_Rook,b5_W_Queen,b5_W_King,b5_B_Pawn,b5_B_Knight,b5_B_Bishop,b5_B_Rook,b5_B_Queen,b5_B_King,c5_W_Pawn,c5_W_Knight,c5_W_Bishop,c5_W_Rook,c5_W_Queen,c5_W_King,c5_B_Pawn,c5_B_Knight,c5_B_Bishop,c5_B_Rook,c5_B_Queen,c5_B_King,d5_W_Pawn,d5_W_Knight,d5_W_Bishop,d5_W_Rook,d5_W_Queen,d5_W_King,d5_B_Pawn,d5_B_Knight,d5_B_Bishop,d5_B_Rook,d5_B_Queen,d5_B_King,e5_W_Pawn,e5_W_Knight,e5_W_Bishop,e5_W_Rook,e5_W_Queen,e5_W_King,e5_B_Pawn,e5_B_Knight,e5_B_Bishop,e5_B_Rook,e5_B_Queen,e5_B_King,f5_W_Pawn,f5_W_Knight,f5_W_Bishop,f5_W_Rook,f5_W_Queen,f5_W_King,f5_B_Pawn,f5_B_Knight,f5_B_Bishop,f5_B_Rook,f5_B_Queen,f5_B_King,g5_W_Pawn,g5_W_Knight,g5_W_Bishop,g5_W_Rook,g5_W_Queen,g5_W_King,g5_B_Pawn,g5_B_Knight,g5_B_Bishop,g5_B_Rook,g5_B_Queen,g5_B_King,h5_W_Pawn,h5_W_Knight,h5_W_Bishop,h5_W_Rook,h5_W_Queen,h5_W_King,h5_B_Pawn,h5_B_Knight,h5_B_Bishop,h5_B_Rook,h5_B_Queen,h5_B_King,a6_W_Pawn,a6_W_Knight,a6_W_Bishop,a6_W_Rook,a6_W_Queen,a6_W_King,a6_B_Pawn,a6_B_Knight,a6_B_Bishop,a6_B_Rook,a6_B_Queen,a6_B_King,b6_W_Pawn,b6_W_Knight,b6_W_Bishop,b6_W_Rook,b6_W_Queen,b6_W_King,b6_B_Pawn,b6_B_Knight,b6_B_Bishop,b6_B_Rook,b6_B_Queen,b6_B_King,c6_W_Pawn,c6_W_Knight,c6_W_Bishop,c6_W_Rook,c6_W_Queen,c6_W_King,c6_B_Pawn,c6_B_Knight,c6_B_Bishop,c6_B_Rook,c6_B_Queen,c6_B_King,d6_W_Pawn,d6_W_Knight,d6_W_Bishop,d6_W_Rook,d6_W_Queen,d6_W_King,d6_B_Pawn,d6_B_Knight,d6_B_Bishop,d6_B_Rook,d6_B_Queen,d6_B_King,e6_W_Pawn,e6_W_Knight,e6_W_Bishop,e6_W_Rook,e6_W_Queen,e6_W_King,e6_B_Pawn,e6_B_Knight,e6_B_Bishop,e6_B_Rook,e6_B_Queen,e6_B_King,f6_W_Pawn,f6_W_Knight,f6_W_Bishop,f6_W_Rook,f6_W_Queen,f6_W_King,f6_B_Pawn,f6_B_Knight,f6_B_Bishop,f6_B_Rook,f6_B_Queen,f6_B_King,g6_W_Pawn,g6_W_Knight,g6_W_Bishop,g6_W_Rook,g6_W_Queen,g6_W_King,g6_B_Pawn,g6_B_Knight,g6_B_Bishop,g6_B_Rook,g6_B_Queen,g6_B_King,h6_W_Pawn,h6_W_Knight,h6_W_Bishop,h6_W_Rook,h6_W_Queen,h6_W_King,h6_B_Pawn,h6_B_Knight,h6_B_Bishop,h6_B_Rook,h6_B_Queen,h6_B_King,a7_W_Pawn,a7_W_Knight,a7_W_Bishop,a7_W_Rook,a7_W_Queen,a7_W_King,a7_B_Pawn,a7_B_Knight,a7_B_Bishop,a7_B_Rook,a7_B_Queen,a7_B_King,b7_W_Pawn,b7_W_Knight,b7_W_Bishop,b7_W_Rook,b7_W_Queen,b7_W_King,b7_B_Pawn,b7_B_Knight,b7_B_Bishop,b7_B_Rook,b7_B_Queen,b7_B_King,c7_W_Pawn,c7_W_Knight,c7_W_Bishop,c7_W_Rook,c7_W_Queen,c7_W_King,c7_B_Pawn,c7_B_Knight,c7_B_Bishop,c7_B_Rook,c7_B_Queen,c7_B_King,d7_W_Pawn,d7_W_Knight,d7_W_Bishop,d7_W_Rook,d7_W_Queen,d7_W_King,d7_B_Pawn,d7_B_Knight,d7_B_Bishop,d7_B_Rook,d7_B_Queen,d7_B_King,e7_W_Pawn,e7_W_Knight,e7_W_Bishop,e7_W_Rook,e7_W_Queen,e7_W_King,e7_B_Pawn,e7_B_Knight,e7_B_Bishop,e7_B_Rook,e7_B_Queen,e7_B_King,f7_W_Pawn,f7_W_Knight,f7_W_Bishop,f7_W_Rook,f7_W_Queen,f7_W_King,f7_B_Pawn,f7_B_Knight,f7_B_Bishop,f7_B_Rook,f7_B_Queen,f7_B_King,g7_W_Pawn,g7_W_Knight,g7_W_Bishop,g7_W_Rook,g7_W_Queen,g7_W_King,g7_B_Pawn,g7_B_Knight,g7_B_Bishop,g7_B_Rook,g7_B_Queen,g7_B_King,h7_W_Pawn,h7_W_Knight,h7_W_Bishop,h7_W_Rook,h7_W_Queen,h7_W_King,h7_B_Pawn,h7_B_Knight,h7_B_Bishop,h7_B_Rook,h7_B_Queen,h7_B_King,a8_W_Pawn,a8_W_Knight,a8_W_Bishop,a8_W_Rook,a8_W_Queen,a8_W_King,a8_B_Pawn,a8_B_Knight,a8_B_Bishop,a8_B_Rook,a8_B_Queen,a8_B_King,b8_W_Pawn,b8_W_Knight,b8_W_Bishop,b8_W_Rook,b8_W_Queen,b8_W_King,b8_B_Pawn,b8_B_Knight,b8_B_Bishop,b8_B_Rook,b8_B_Queen,b8_B_King,c8_W_Pawn,c8_W_Knight,c8_W_Bishop,c8_W_Rook,c8_W_Queen,c8_W_King,c8_B_Pawn,c8_B_Knight,c8_B_Bishop,c8_B_Rook,c8_B_Queen,c8_B_King,d8_W_Pawn,d8_W_Knight,d8_W_Bishop,d8_W_Rook,d8_W_Queen,d8_W_King,d8_B_Pawn,d8_B_Knight,d8_B_Bishop,d8_B_Rook,d8_B_Queen,d8_B_King,e8_W_Pawn,e8_W_Knight,e8_W_Bishop,e8_W_Rook,e8_W_Queen,e8_W_King,e8_B_Pawn,e8_B_Knight,e8_B_Bishop,e8_B_Rook,e8_B_Queen,e8_B_King,f8_W_Pawn,f8_W_Knight,f8_W_Bishop,f8_W_Rook,f8_W_Queen,f8_W_King,f8_B_Pawn,f8_B_Knight,f8_B_Bishop,f8_B_Rook,f8_B_Queen,f8_B_King,g8_W_Pawn,g8_W_Knight,g8_W_Bishop,g8_W_Rook,g8_W_Queen,g8_W_King,g8_B_Pawn,g8_B_Knight,g8_B_Bishop,g8_B_Rook,g8_B_Queen,g8_B_King,h8_W_Pawn,h8_W_Knight,h8_W_Bishop,h8_W_Rook,h8_W_Queen,h8_W_King,h8_B_Pawn,h8_B_Knight,h8_B_Bishop,h8_B_Rook,h8_B_Queen,h8_B_King
1958,1920,38,Zukertort Opening: Black Mustang Defense,A04,1,friends,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1964,1884,80,Zukertort Opening: Black Mustang Defense,A04,1,friends,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1968,1972,-4,Queen's Gambit Declined: Capablanca Variation,D30,2,friends,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1970,1980,-10,Caro-Kann Defense: Endgame Variation,B10,2,friends,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
